ID ANSSI,Titre ANSSI,Type,Date,CVE,CVSS,Base Severity,CWE,EPSS,Lien,Description,Editeur,Produit,Versions affectees
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-20461,,,,0.00047,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"In pinReplyNative of com_android_bluetooth_btservice_AdapterService.cpp, there is a possible out of bounds read due to type confusion. This could lead to local escalation of privilege of BLE with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-228602963",n/a,Android,Android-10 Android-11 Android-12 Android-12L Android-13
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-20489,,,,0.00029,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"In many functions of AutomaticZenRule.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242703460",n/a,Android,Android-10 Android-11 Android-12 Android-12L Android-13
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-20490,,,,0.00029,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"In multiple functions of AutomaticZenRule.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242703505",n/a,Android,Android-10 Android-11 Android-12 Android-12L Android-13
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-20492,,,,0.00029,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"In many functions of AutomaticZenRule.java, there is a possible failure to persist permissions settings due to resource exhaustion. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242704043",n/a,Android,Android-10 Android-11 Android-12 Android-12L Android-13
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-20493,,,,0.00033,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"In Condition of Condition.java, there is a possible way to grant notification access due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-242846316",n/a,Android,Android-10 Android-11 Android-12 Android-12L Android-13
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-20494,,,,0.0107,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"In AutomaticZenRule of AutomaticZenRule.java, there is a possible persistent DoS due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android-10 Android-11 Android-12 Android-12L Android-13Android ID: A-243794204",n/a,Android,Android-10 Android-11 Android-12 Android-12L Android-13
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-22088,9.8,Critique,,0.00672,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,Memory corruption in Bluetooth HOST due to buffer overflow while parsing the command response received from remote,"Qualcomm, Inc.",Snapdragon,"APQ8009, APQ8009W, APQ8052, APQ8056, APQ8076, APQ8096AU, AQT1000, AR8031, CSRA6620, CSRA6640, MSM8108, MSM8208, MSM8209, MSM8608, MSM8909W, MSM8952, MSM8956, MSM8976, MSM8976SG, MSM8996AU, QCA6310, QCA6320, QCA6335, QCA6390, QCA6391, QCA6420, QCA6421, QCA6426, QCA6430, QCA6431, QCA6436, QCA6564A, QCA6564AU, QCA6574, QCA6574A, QCA6574AU, QCA6584AU, QCA6595AU, QCA6696, QCC5100, QCM2290, QCM4290, QCM6125, QCM6490, QCN7606, QCN9011, QCN9012, QCN9074, QCS2290, QCS405, QCS410, QCS4290, QCS610, QCS6125, QCS6490, QRB5165, QRB5165M, QRB5165N, Qualcomm215, SA6145P, SA6150P, SA6155, SA6155P, SA8145P, SA8150P, SA8155, SA8155P, SA8195P, SD 675, SD 8 Gen1 5G, SD205, SD210, SD429, SD460, SD480, SD625, SD626, SD660, SD662, SD665, SD675, SD678, SD680, SD690 5G, SD695, SD720G, SD730, SD750G, SD765, SD765G, SD768G, SD778G, SD780G, SD835, SD845, SD855, SD865 5G, SD870, SD888, SD888 5G, SDM429W, SDW2500, SDX50M, SDX55, SDX55M, SDXR1, SDXR2 5G, SM4125, SM4375, SM6250, SM6250P, SM7250P, SM7315, SM7325P, SW5100, SW5100P, SXR2150P, WCD9326, WCD9335, WCD9340, WCD9341, WCD9370, WCD9375, WCD9380, WCD9385, WCN3610, WCN3615, WCN3620, WCN3660B, WCN3680, WCN3680B, WCN3910, WCN3950, WCN3980, WCN3988, WCN3990, WCN3991, WCN3998, WCN6740, WCN6750, WCN6850, WCN6851, WCN6855, WCN6856, WCN7850, WCN7851, WSA8810, WSA8815, WSA8830, WSA8835"
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-23960,,,,0.00179,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"Certain Arm Cortex and Neoverse processors through 2022-03-08 do not properly restrict cache speculation, aka Spectre-BHB. An attacker can leverage the shared branch history in the Branch History Buffer (BHB) to influence mispredicted branches. Then, cache allocation can allow the attacker to obtain sensitive information.",n/a,n/a,n/a
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-25725,6.2,Moyenne,,0.00114,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,Denial of service in MODEM due to improper pointer handling,"Qualcomm, Inc.",Snapdragon,"AR8035, CSRB31024, QCA6390, QCA6391, QCA6421, QCA6426, QCA6431, QCA6436, QCA6564AU, QCA6574A, QCA6574AU, QCA6595AU, QCA6696, QCA8081, QCA8337, QCM6490, QCN6024, QCN9024, QCS6490, QCX315, SA415M, SA515M, SD 8 Gen1 5G, SD480, SD690 5G, SD695, SD750G, SD765, SD765G, SD768G, SD778G, SD780G, SD855, SD865 5G, SD870, SD888, SD888 5G, SDX55, SDX55M, SDX57M, SDX65, SDXR2 5G, SM4375, SM7250P, SM7315, SM7325P, WCD9341, WCD9360, WCD9370, WCD9375, WCD9380, WCD9385, WCN3988, WCN3991, WCN3998, WCN6740, WCN6750, WCN6850, WCN6851, WCN6855, WCN6856, WCN7850, WCN7851, WSA8810, WSA8815, WSA8830, WSA8835"
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-25746,8.1,Elevee,,0.00099,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,Memory corruption in kernel due to missing checks when updating the access rights of a memextent mapping.,"Qualcomm, Inc.",Snapdragon,"AQT1000, AR8035, QAM8295P, QCA6174A, QCA6310, QCA6335, QCA6390, QCA6391, QCA6420, QCA6421, QCA6426, QCA6430, QCA6431, QCA6436, QCA6564A, QCA6564AU, QCA6574, QCA6574A, QCA6574AU, QCA6595, QCA6595AU, QCA6696, QCA8081, QCA8337, QCA9377, QCM6490, QCN9011, QCN9012, QCS603, QCS605, QCS6490, QRB5165, QRB5165M, QRB5165N, QSM8350, SA6145P, SA6155, SA6155P, SA8150P, SA8155, SA8155P, SA8295P, SA8540P, SA9000P, SD 675, SD 8 Gen1 5G, SD 8CX, SD 8cx Gen2, SD 8cx Gen3, SD670, SD675, SD678, SD765, SD765G, SD768G, SD778G, SD780G, SD845, SD850, SD855, SD865 5G, SD870, SD888, SD888 5G, SDX24, SDX50M, SDX55, SDX55M, SDX57M, SDX65, SDXR2 5G, SM7250P, SM7315, SM7325P, WCD9326, WCD9340, WCD9341, WCD9370, WCD9375, WCD9380, WCD9385, WCN3950, WCN3980, WCN3990, WCN3991, WCN3998, WCN6740, WCN6750, WCN6850, WCN6851, WCN6855, WCN6856, WCN7850, WCN7851, WSA8810, WSA8815, WSA8830, WSA8835"
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-2959,,,CWE-667,0.00022,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,A race condition was found in the Linux kernel's watch queue due to a missing lock in pipe_resize_ring(). The specific flaw exists within the handling of pipe buffers. The issue results from the lack of proper locking when performing operations on an object. This flaw allows a local user to crash the system or escalate their privileges on the system.,n/a,kernel,Fixed in kernel 5.19
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-32635,,,,0.00035,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07573237; Issue ID: ALPS07573237.","MediaTek, Inc.","MT6580, MT6735, MT6739, MT6753, MT6757, MT6761, MT6762, MT6763, MT6765, MT6768, MT6769, MT6771, MT6779, MT6781, MT6785, MT6789, MT6833, MT6853, MT6853T, MT6855, MT6873, MT6875, MT6877, MT6879, MT6891, MT6893, MT6895, MT6983, MT8167, MT8168, MT8173, MT8185, MT8321, MT8362A, MT8365, MT8385, MT8666, MT8667, MT8675, MT8765, MT8766, MT8768, MT8786, MT8788, MT8789, MT8791, MT8791T, MT8797","Android 10.0, 11.0, 12.0, 13.0"
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-32636,,,,0.00037,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"In keyinstall, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07510064; Issue ID: ALPS07510064.","MediaTek, Inc.","MT6580, MT6731, MT6735, MT6737, MT6739, MT6753, MT6757, MT6757C, MT6757CD, MT6757CH, MT6761, MT6762, MT6763, MT6765, MT6768, MT6769, MT6771, MT6779, MT6781, MT6785, MT6789, MT6833, MT6853, MT6853T, MT6855, MT6873, MT6875, MT6877, MT6879, MT6883, MT6885, MT6889, MT6891, MT6893, MT6895, MT6983, MT8185, MT8321, MT8385, MT8666, MT8667, MT8765, MT8766, MT8768, MT8786, MT8788, MT8789, MT8791, MT8791T, MT8797","Android 10.0, 11.0, 12.0, 13.0"
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-32637,,,,0.00037,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,"In hevc decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07491374; Issue ID: ALPS07491374.","MediaTek, Inc.","MT6781, MT6785, MT6833, MT6853, MT6853T, MT6873, MT6883, MT6885, MT6889, MT8185, MT8789","Android 10.0, 11.0"
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-33252,8.2,Elevee,,0.00223,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,Information disclosure due to buffer over-read in WLAN while handling IBSS beacons frame.,"Qualcomm, Inc.",Snapdragon,"AQT1000, AR8035, AR9380, CSR8811, CSRB31024, IPQ5010, IPQ5018, IPQ5028, IPQ6000, IPQ6010, IPQ6018, IPQ6028, IPQ8064, IPQ8065, IPQ8068, IPQ8070, IPQ8070A, IPQ8071A, IPQ8072A, IPQ8074A, IPQ8076, IPQ8076A, IPQ8078, IPQ8078A, IPQ8173, IPQ8174, IPQ9008, IPQ9574, PMP8074, QAM8295P, QCA1062, QCA1064, QCA2062, QCA2064, QCA2065, QCA2066, QCA4024, QCA6390, QCA6391, QCA6420, QCA6421, QCA6426, QCA6430, QCA6431, QCA6436, QCA6554A, QCA6564AU, QCA6574, QCA6574A, QCA6574AU, QCA6584AU, QCA6595, QCA6595AU, QCA6696, QCA8072, QCA8075, QCA8081, QCA8082, QCA8084, QCA8085, QCA8337, QCA8386, QCA9886, QCA9888, QCA9889, QCA9980, QCA9984, QCA9985, QCA9986, QCA9990, QCA9992, QCA9994, QCM6490, QCN5021, QCN5022, QCN5024, QCN5052, QCN5054, QCN5122, QCN5124, QCN5152, QCN5154, QCN5164, QCN6023, QCN6024, QCN6100, QCN6102, QCN6112, QCN6122, QCN6132, QCN9000, QCN9001, QCN9002, QCN9003, QCN9011, QCN9012, QCN9022, QCN9024, QCN9070, QCN9072, QCN9074, QCN9100, QCN9274, QCS6490, QCX315, QRB5165, QRB5165M, QRB5165N, QSM8250, QSM8350, SA4150P, SA415M, SA515M, SA6145P, SA6150P, SA6155, SA6155P, SA8145P, SA8150P, SA8155, SA8155P, SA8195P, SA8295P, SC8180X+SDX55, SD 8 Gen1 5G, SD 8cx Gen2, SD 8cx Gen3, SD778G, SD780G, SD865 5G, SD870, SD888, SD888 5G, SDX55, SDX55M, SDX65, SDXR2 5G, SM7315, SM7325P, SXR2150P, WCD9340, WCD9341, WCD9360, WCD9370, WCD9375, WCD9380, WCD9385, WCN3980, WCN3998, WCN6740, WCN6750, WCN6850, WCN6851, WCN6855, WCN6856, WCN7850, WCN7851, WSA8810, WSA8815, WSA8830, WSA8835"
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-33253,7.5,Elevee,,0.00249,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,Transient DOS due to buffer over-read in WLAN while parsing corrupted NAN frames.,"Qualcomm, Inc.",Snapdragon,"AQT1000, AR8035, AR9380, CSR8811, CSRB31024, IPQ5010, IPQ5018, IPQ5028, IPQ6000, IPQ6010, IPQ6018, IPQ6028, IPQ8064, IPQ8065, IPQ8068, IPQ8070, IPQ8070A, IPQ8071A, IPQ8072A, IPQ8074A, IPQ8076, IPQ8076A, IPQ8078, IPQ8078A, IPQ8173, IPQ8174, IPQ9008, IPQ9574, PMP8074, QAM8295P, QCA1062, QCA1064, QCA2062, QCA2064, QCA2065, QCA2066, QCA4024, QCA6390, QCA6391, QCA6420, QCA6421, QCA6426, QCA6430, QCA6431, QCA6436, QCA6554A, QCA6564AU, QCA6574, QCA6574A, QCA6574AU, QCA6584AU, QCA6595, QCA6595AU, QCA6696, QCA8072, QCA8075, QCA8081, QCA8082, QCA8084, QCA8085, QCA8337, QCA8386, QCA9886, QCA9888, QCA9889, QCA9980, QCA9984, QCA9985, QCA9986, QCA9990, QCA9992, QCA9994, QCM6490, QCN5021, QCN5022, QCN5024, QCN5052, QCN5054, QCN5122, QCN5124, QCN5152, QCN5154, QCN5164, QCN6023, QCN6024, QCN6100, QCN6102, QCN6112, QCN6122, QCN6132, QCN9000, QCN9001, QCN9002, QCN9003, QCN9011, QCN9012, QCN9022, QCN9024, QCN9070, QCN9072, QCN9074, QCN9100, QCN9274, QCS6490, QCX315, QRB5165, QRB5165M, QRB5165N, QSM8250, QSM8350, SA4150P, SA415M, SA515M, SA6145P, SA6150P, SA6155, SA6155P, SA8145P, SA8150P, SA8155, SA8155P, SA8195P, SA8295P, SC8180X+SDX55, SD 8 Gen1 5G, SD 8cx Gen2, SD 8cx Gen3, SD778G, SD780G, SD865 5G, SD870, SD888, SD888 5G, SDX55, SDX55M, SDX65, SDXR2 5G, SM7315, SM7325P, SXR2150P, WCD9340, WCD9341, WCD9360, WCD9370, WCD9375, WCD9380, WCD9385, WCN3980, WCN3998, WCN6740, WCN6750, WCN6850, WCN6851, WCN6855, WCN6856, WCN7850, WCN7851, WSA8810, WSA8815, WSA8830, WSA8835"
CERTFR-2023-AVI-0003,Multiples vulnérabilités dans les produits Android,avis,2023-01-04T00:00:00.000000,CVE-2022-33255,8.2,Elevee,,0.00107,https://cert.ssi.gouv.fr/avis/CERTFR-2023-AVI-0003/,Information disclosure due to buffer over-read in Bluetooth HOST while processing GetFolderItems and GetItemAttribute Cmds from peer device.,"Qualcomm, Inc.",Snapdragon,"APQ8009, AR8031, CSRA6620, CSRA6640, MSM8108, MSM8208, MSM8209, MSM8608, QCA6310, QCA6320, QCA6335, QCA6390, QCA6391, QCA6421, QCA6426, QCA6431, QCA6436, QCA6574, QCA6574A, QCA6574AU, QCA6595, QCA6595AU, QCA6696, QCC5100, QCM6125, QCN9011, QCN9012, QCN9074, QCS405, QCS410, QCS605, QCS610, QCS6125, QRB5165, QRB5165M, QRB5165N, Qualcomm215, SA6145P, SA6150P, SA6155, SA6155P, SA8145P, SA8150P, SA8155, SA8155P, SA8195P, SD 8 Gen1 5G, SD205, SD210, SD429, SD439, SD625, SD626, SD660, SD835, SD845, SD865 5G, SD870, SDM429W, SDX55M, SDXR1, SDXR2 5G, SW5100, SW5100P, WCD9326, WCD9335, WCD9340, WCD9341, WCD9370, WCD9380, WCD9385, WCN3610, WCN3615, WCN3620, WCN3660B, WCN3680, WCN3680B, WCN3950, WCN3980, WCN3988, WCN3990, WCN3998, WCN6850, WCN6851, WCN6855, WCN6856, WCN7850, WCN7851, WSA8810, WSA8815, WSA8830, WSA8835"
